City,State,Country,lat,lng
São Bento do Una,Pernambuco,Brazil,-8.5228,-36.4439
Buenavista,Iloilo,Philippines,10.7,122.6333
Howell,New Jersey,United States,40.1819,-74.1976
San Jacinto,California,United States,33.797,-116.9916
Aurora,Zamboanga del Sur,Philippines,7.9484,123.5819
Akbou,Bejaïa,Algeria,36.4667,4.5333
Tame,Arauca,Colombia,6.4667,-71.7333
Canguçu,Rio Grande do Sul,Brazil,-31.395,-52.6758
Irinj?lakuda,Kerala,India,10.3514,76.2178
Açu,Rio Grande do Norte,Brazil,-5.5769,-36.9089
Karlovac,Karlova?ka Županija,Croatia,45.4833,15.55
Vyksa,Nizhegorodskaya Oblast’,Russia,55.3167,42.1667
Woerden,Utrecht,Netherlands,52.0833,4.8833
Kalamáta,Pelopónnisos,Greece,37.0378,22.1111
Asunción Mita,Jutiapa,Guatemala,14.3333,-89.7167
San Bartolomé,Canary Islands,Spain,27.9254,-15.5726
Novato,California,United States,38.092,-122.5575
Mladenovac,Beograd,Serbia,44.4333,20.7
Leopoldina,Minas Gerais,Brazil,-21.5319,-42.6428
San Severo,Puglia,Italy,41.6951,15.3793
Acopiara,Ceará,Brazil,-6.095,-39.4528
Sagua la Grande,Villa Clara,Cuba,22.8086,-80.0711
Hamtic,Antique,Philippines,10.7,121.9833
Mandi Dabw?li,Hary?na,India,29.9477,74.7322
Pasaje,El Oro,Ecuador,-3.3269,-79.8049
Pinellas Park,Florida,United States,27.8589,-82.7078
La Ceja,Antioquia,Colombia,6.0306,-75.4317
Simojovel de Allende,Chiapas,Mexico,17.1333,-92.6167
Padre Garcia,Batangas,Philippines,13.8833,121.2167
Roskilde,Sjælland,Denmark,55.65,12.0833
Galveston,Texas,United States,29.2484,-94.8913
Edina,Minnesota,United States,44.8914,-93.3602
Ahlen,North Rhine-Westphalia,Germany,51.7633,7.8911
Arsenyev,Primorskiy Kray,Russia,44.1667,133.25
Panjakent,Sughd,Tajikistan,39.5,67.6167
Kleve,North Rhine-Westphalia,Germany,51.79,6.14
San Estanislao,San Pedro,Paraguay,-24.65,-56.4333
Venkatagiri,Andhra Pradesh,India,13.9667,79.5833
Kelaa Kebira,Sousse,Tunisia,35.8667,10.5333
Neibu,Pingtung,Taiwan,22.65,120.5875
Hyosha,Nord-Kivu,Congo (Kinshasa),0.6975,29.5197
‘Al??b?d-e Kat?l,Golest?n,Iran,36.9083,54.8689
Ji?ganj,West Bengal,India,24.23,88.27
Sihor,Gujar?t,India,21.7,71.97
Sison,Pangasinan,Philippines,16.1667,120.5167
Mafra,Santa Catarina,Brazil,-26.1108,-49.805
Lorica,Córdoba,Colombia,9.2419,-75.816
Lower Paxton,Pennsylvania,United States,40.3183,-76.7983
Chone,Manabí,Ecuador,-0.6833,-80.1
Tomiya,Miyagi,Japan,38.4,140.8833
Imarich?-k?,Saga,Japan,33.2667,129.8833
Bani,Pangasinan,Philippines,16.1869,119.8592
Jangaon,Andhra Pradesh,India,17.7227,79.1518
Usa,?ita,Japan,33.532,131.3495
Kobryn,Brestskaya Voblasts’,Belarus,52.2167,24.3667
Kor?put,Odisha,India,18.812,82.7105
Herriman,Utah,United States,40.4899,-112.017
Mongaguá,São Paulo,Brazil,-24.0869,-46.6289
Clorinda,Formosa,Argentina,-25.2833,-57.7167
Elyria,Ohio,United States,41.376,-82.106
San Joaquin,Iloilo,Philippines,10.6,122.0833
Wolfenbüttel,Lower Saxony,Germany,52.1622,10.5369
Poprad,Prešov,Slovakia,49.0594,20.2975
Krasnokamensk,Zabaykal’skiy Kray,Russia,50.1,118.0333
Tutóia,Maranhão,Brazil,-2.7619,-42.2739
Canoinhas,Santa Catarina,Brazil,-26.1769,-50.39
União da Vitória,Paraná,Brazil,-26.23,-51.0858
San José Villa de Allende,México,Mexico,19.3747,-100.1475
Malkara,Tekirda?,Turkey,40.8933,26.9042
Capitão Poço,Pará,Brazil,-1.745,-47.065
Fatwa,Bih?r,India,25.5096,85.305
Granadilla de Abona,Canary Islands,Spain,28.1167,-16.5833
El Tumbador,San Marcos,Guatemala,14.8667,-91.9333
Grand Island,Nebraska,United States,40.9218,-98.3586
Minami-S?ma,Fukushima,Japan,37.6422,140.9573
Thongwa,Yangon,Myanmar,16.7547,96.5193
San Miguel Ixtahuacán,San Marcos,Guatemala,15.25,-91.75
Huaiyang,Hebei,China,37.7558,114.5364
Bargny,Dakar,Senegal,14.6939,-17.2336
Ålesund,Møre og Romsdal,Norway,62.474,6.1582
Burauen,Leyte,Philippines,10.9833,124.9
Piaseczno,Mazowieckie,Poland,52.0667,21.0167
Ibajay,Aklan,Philippines,11.8211,122.1617
Naguilian,La Union,Philippines,16.5333,120.4
Torrelavega,Cantabria,Spain,43.3531,-4.0458
Jiyyammavalasa,Andhra Pradesh,India,18.79,83.601
Sironj,Madhya Pradesh,India,24.1,77.7
Granja,Ceará,Brazil,-3.12,-40.8258
Kahn?j,Kerm?n,Iran,27.95,57.7
An Nabk,R?f Dimashq,Syria,34.0167,36.7167
Miyakojima,Okinawa,Japan,24.8056,125.2811
Bato,Camarines Sur,Philippines,13.3578,123.3678
Horishni Plavni,Poltavska Oblast,Ukraine,49.0167,33.6667
Bad Kreuznach,Rhineland-Palatinate,Germany,49.85,7.8667
Pacora,Panamá,Panama,9.08,-79.28
Mandam?ri,Andhra Pradesh,India,18.9822,79.4811
Sertolovo,Leningradskaya Oblast’,Russia,60.15,30.2167
President Roxas,Cotabato,Philippines,7.1544,125.0558
Ba?kale,Van,Turkey,38.0475,44.015
Lacey,Washington,United States,47.0462,-122.7933
Claveria,Misamis Oriental,Philippines,8.61,124.8947
Qabqa,Qinghai,China,36.2667,100.6167
Bentonville,Arkansas,United States,36.3547,-94.2305
Caetité,Bahia,Brazil,-14.0689,-42.475
Cihanbeyli,Konya,Turkey,38.6581,32.9281
Methuen Town,Massachusetts,United States,42.734,-71.1889
Victoria,Oriental Mindoro,Philippines,13.1719,121.2756
Vyazma,Smolenskaya Oblast’,Russia,55.2107,34.2912
Alaminos,Laguna,Philippines,14.0635,121.2451
Boa Viagem,Ceará,Brazil,-5.1278,-39.7319
Tamboril,Cibao Norte,Dominican Republic,19.48,-70.6
Diu,D?dra and Nagar Haveli and Dam?n and Diu,India,20.715,70.9844
Bikramganj,Bih?r,India,25.2107,84.2551
Phaltan,Mah?r?shtra,India,17.98,74.43
Pordenone,Friuli Venezia Giulia,Italy,45.95,12.65
Glendora,California,United States,34.1449,-117.8467
Tekkeköy,Samsun,Turkey,41.2125,36.4569
Marechal Deodoro,Alagoas,Brazil,-9.71,-35.895
Rincón de la Victoria,Andalusia,Spain,36.7167,-4.2833
Smyrna,Tennessee,United States,35.9687,-86.5264
Sapé,Paraíba,Brazil,-7.095,-35.2328
Girardota,Antioquia,Colombia,6.3764,-75.4473
Florissant,Missouri,United States,38.7996,-90.3269
Ibbenbüren,North Rhine-Westphalia,Germany,52.2778,7.7167
Ambohibary,Antananarivo,Madagascar,-19.6167,47.15
Naviraí,Mato Grosso do Sul,Brazil,-23.065,-54.1908
Taxco de Alarcón,Guerrero,Mexico,18.5564,-99.605
Leon,Iloilo,Philippines,10.7808,122.3894
Stratford,Connecticut,United States,41.207,-73.1305
Delmiro Gouveia,Alagoas,Brazil,-9.3858,-37.9958
Roman,Neam?,Romania,46.93,26.93
Plaisance,Nord,Haiti,19.6,-72.4667
Villareal,Valencia,Spain,39.9378,-0.1014
Civitavecchia,Lazio,Italy,42.1,11.8
Welland,Ontario,Canada,42.9833,-79.2333
Khurda,Odisha,India,20.1833,85.6167
Basankusu,Équateur,Congo (Kinshasa),1.2222,19.8028
Novovolynsk,Volynska Oblast,Ukraine,50.7333,24.1667
Cangandala,Malanje,Angola,-9.7833,16.4333
Delano,California,United States,35.7662,-119.2635
Thomazeau,Ouest,Haiti,18.65,-72.1
Abdul Hakim,Punjab,Pakistan,30.55,72.1328
Cruz del Eje,Córdoba,Argentina,-30.7333,-64.8
Portel,Pará,Brazil,-1.9358,-50.8208
Kannapolis,North Carolina,United States,35.4764,-80.6408
Burla,Odisha,India,21.5098,83.8726
Belorechensk,Krasnodarskiy Kray,Russia,44.7686,39.8733
Hoffman Estates,Illinois,United States,42.064,-88.1468
Buíque,Pernambuco,Brazil,-8.6233,-37.1564
T?ndla,Uttar Pradesh,India,27.2,78.28
Chajul,Quiché,Guatemala,15.4872,-91.0347
Belle-Anse,Sud-Est,Haiti,18.2333,-72.0667
Santa Eulalia,Huehuetenango,Guatemala,15.7333,-91.4586
Sagua de Tánamo,Holguín,Cuba,20.5858,-75.2417
Ampanihy,Toliara,Madagascar,-24.6833,44.75
Yendi,Northern,Ghana,9.4324,-0.0043
Beaumont,California,United States,33.9076,-116.9766
G?darw?ra,Madhya Pradesh,India,22.9235,78.7849
?lb? Kam?l,Dayr az Zawr,Syria,34.4536,40.9367
Wangjiazhai,Guizhou,China,26.6895,104.8043
Izumi,Kagoshima,Japan,32.0833,130.35
Bar Bigha,Bih?r,India,25.2186,85.7332
San Onofre,Sucre,Colombia,9.7333,-75.5333
Trinidad,Sancti Spíritus,Cuba,21.8042,-79.9831
Pola de Siero,Asturias,Spain,43.3833,-5.65
Khattan,Jammu and Kashm?r,India,33.37,75.52
Zang?reddig?dem,Andhra Pradesh,India,17.1229,81.2953
Dungu,Haut-Uélé,Congo (Kinshasa),3.6167,28.5667
K?lpi,Uttar Pradesh,India,26.12,79.73
Ad Dabbah,Northern,Sudan,18.0502,30.9495
Mabini,Batangas,Philippines,13.7167,120.9
Timashevsk,Krasnodarskiy Kray,Russia,45.6167,38.9333
Calviá,Balearic Islands,Spain,39.5656,2.5056
Eilat,Southern,Israel,29.5569,34.9517
Kandangan,Kalimantan Selatan,Indonesia,-2.7833,115.2667
Peran?mpattu,Tamil N?du,India,12.9387,78.7028
Santa Ignacia,Tarlac,Philippines,15.6167,120.4333
Parobé,Rio Grande do Sul,Brazil,-29.6289,-50.835
Metpalli,Andhra Pradesh,India,18.8492,78.6261
Ntoum,Estuaire,Gabon,0.3844,9.7539
Racibórz,?l?skie,Poland,50.0833,18.2333
?naiy?r,Tamil N?du,India,9.9615,78.1118
Caldas da Rainha,Leiria,Portugal,39.4072,-9.1358
Band?,Ibaraki,Japan,36.0484,139.8887
Caramoan,Camarines Sur,Philippines,13.7707,123.8631
El Bagre,Antioquia,Colombia,7.5942,-74.8119
Battipaglia,Campania,Italy,40.6167,14.9833
Cardona,Rizal,Philippines,14.4861,121.2289
Covilhã,Castelo Branco,Portugal,40.2833,-7.5
Aguadulce,Coclé,Panama,8.24,-80.54
Forbesganj,Bih?r,India,26.3,87.265
Livingston,West Lothian,United Kingdom,55.8834,-3.5157
Cathedral City,California,United States,33.8362,-116.4642
Shimencun,Zhejiang,China,30.6263,120.4409
Itupiranga,Pará,Brazil,-5.135,-49.3269
Mulongo,Haut-Lomami,Congo (Kinshasa),-7.8333,27
Huazangsi,Gansu,China,36.9836,103.1265
Tsukubamirai,Ibaraki,Japan,35.9631,140.037
Karviná,Moravskoslezský Kraj,Czechia,49.8542,18.5428
?ncirliova,Ayd?n,Turkey,37.8547,27.7236
Böblingen,Baden-Württemberg,Germany,48.6856,9.0153
Maubin,Ayeyarwady,Myanmar,16.73,95.65
Speyer,Rhineland-Palatinate,Germany,49.3194,8.4311
Isfara,Sughd,Tajikistan,40.1167,70.6333
Solnechnogorsk,Moskovskaya Oblast’,Russia,56.1833,36.9833
Baham,Ouest,Cameroon,5.3333,10.4
Caleta Olivia,Santa Cruz,Argentina,-46.4333,-67.5333
Mazara del Vallo,Sicilia,Italy,37.65,12.5833
Tuls?pur,,Nepal,28.1278,82.2956
Jaspur,Uttar?khand,India,29.2833,78.8167
Gummersbach,North Rhine-Westphalia,Germany,51.0333,7.5667
El Talar de Pacheco,Buenos Aires,Argentina,-34.4719,-58.655
Bowringpet,Karn?taka,India,12.9912,78.178
Burien,Washington,United States,47.4762,-122.3394
Marigot,Sud-Est,Haiti,18.2333,-72.3167
Campo Belo,Minas Gerais,Brazil,-20.8969,-45.2769
Cerca la Source,Centre,Haiti,19.1667,-71.7833
Tachilek,Shan State,Myanmar,20.45,99.8833
Guapimirim,Rio de Janeiro,Brazil,-22.5369,-42.9819
Shahr-e B?bak,Kerm?n,Iran,30.1164,55.1186
Chieti,Abruzzo,Italy,42.35,14.1667
Rovigo,Veneto,Italy,45.0809,11.794
São Miguel do Guamá,Pará,Brazil,-1.6269,-47.4828
Guarne,Antioquia,Colombia,6.28,-75.4427
Qabb Eliâs,Béqaa,Lebanon,33.7986,35.825
Bozeman,Montana,United States,45.6833,-111.0558
M?ndvi,Gujar?t,India,22.8333,69.3556
Bantacan,Davao de Oro,Philippines,7.5483,126.1381
North Bay,Ontario,Canada,46.3,-79.45
Knysna,Western Cape,South Africa,-34.0356,23.0489
Pau d’Alho,Pernambuco,Brazil,-7.8969,-35.18
Horsham,West Sussex,United Kingdom,51.062,-0.325
Zhexiang,Yunnan,China,24.2591,98.2826
Bhav?ni,Tamil N?du,India,11.4455,77.6821
Butare,Southern Province,Rwanda,-2.6,29.75
Ocampo,Camarines Sur,Philippines,13.5594,123.3761
Tucurú,Alta Verapaz,Guatemala,15.3,-90.0667
Scandicci,Tuscany,Italy,43.7544,11.1894
Sidlaghatta,Karn?taka,India,13.39,77.86
Kizhake Ch?lakudi,Kerala,India,10.3,76.33
Ribeira do Pombal,Bahia,Brazil,-10.8339,-38.5358
Uzlovaya,Tul’skaya Oblast’,Russia,53.9833,38.1667
Cumanayagua,Cienfuegos,Cuba,22.1522,-80.2011
Ravensburg,Baden-Württemberg,Germany,47.7831,9.6114
Trairi,Ceará,Brazil,-3.2778,-39.2689
Utrera,Andalusia,Spain,37.183,-5.767
S?sangerd,Kh?zest?n,Iran,31.5608,48.1831
Arao,Kumamoto,Japan,32.9833,130.4353
Kalawana,Sabaragamuwa,Sri Lanka,6.5315,80.3967
Satte,Saitama,Japan,36.0781,139.7259
Nentón,Huehuetenango,Guatemala,15.8012,-91.7552
Cutervo,Cajamarca,Peru,-6.3778,-78.8167
Santa Cruz del Sur,Camagüey,Cuba,20.7194,-77.9911
Montijo,Setúbal,Portugal,38.6833,-8.9
Kyzyl-Kyya,Batken,Kyrgyzstan,40.2611,72.1306
Severomorsk,Murmanskaya Oblast’,Russia,69.0692,33.4167
Willich,North Rhine-Westphalia,Germany,51.2631,6.5492
Tadmur,?im?,Syria,34.56,38.2672
Misterbianco,Sicilia,Italy,37.5183,15.0069
Hassan Abdal,Punjab,Pakistan,33.8195,72.689
Marpalli,Andhra Pradesh,India,17.5389,77.7708
Humaitá,Amazonas,Brazil,-7.5061,-63.0208
Rastatt,Baden-Württemberg,Germany,48.85,8.2
Rongat,Andaman and Nicobar Islands,India,12.4667,92.9333
Cheremkhovo,Irkutskaya Oblast’,Russia,53.15,103.0833
Segovia,Castille-Leon,Spain,40.9481,-4.1183
Sibs?gar,Assam,India,26.98,94.63
San Narciso,Quezon,Philippines,13.5677,122.5667
Cuyotenango,Suchitepéquez,Guatemala,14.5421,-91.5723
Laksar,Uttar?khand,India,29.749,78.024
Twin Falls,Idaho,United States,42.5645,-114.4613
Douyu,Hebei,China,37.9007,114.5035
Repalle,Andhra Pradesh,India,16.0172,80.8294
Chinnaman?r,Tamil N?du,India,10.0412,77.1709
Sakubva,Manicaland,Zimbabwe,-18.9833,32.65
Snezhinsk,Chelyabinskaya Oblast’,Russia,56.0833,60.7333
Laval,Pays de la Loire,France,48.0733,-0.7689
Kuchaiburi,Odisha,India,22.27,86.17
Hannan,?saka,Japan,34.3597,135.2394
Zab?d,Al ?udaydah,Yemen,14.2,43.3167
Nanao,Ishikawa,Japan,37.0431,136.9674
Fangcun,Hebei,China,37.9799,114.549
Hilsa,Bih?r,India,25.32,85.28
Vy?ra,Gujar?t,India,21.12,73.4
Timbaúba,Pernambuco,Brazil,-7.505,-35.3178
Enid,Oklahoma,United States,36.4063,-97.87
Sakaidech?,Kagawa,Japan,34.3167,133.8667
Padrauna,Uttar Pradesh,India,26.9,83.98
Dunwoody,Georgia,United States,33.9418,-84.3122
Levittown,Pennsylvania,United States,40.1533,-74.8531
Arles,Provence-Alpes-Côte d’Azur,France,43.6767,4.6278
Jesús Menéndez,Las Tunas,Cuba,21.1633,-76.4775
Palm Desert,California,United States,33.7378,-116.3695
Houten,Utrecht,Netherlands,52.0333,5.1667
Esher,Surrey,United Kingdom,51.3691,-0.365
Bas Limbé,Nord,Haiti,19.8,-72.3833
Goslar,Lower Saxony,Germany,51.9072,10.43
Gombong,Jawa Tengah,Indonesia,-7.6,109.5167
Irondequoit,New York,United States,43.2096,-77.5705
Pardw?l,Him?chal Pradesh,India,32.3286,76.1153
Campos do Jordão,São Paulo,Brazil,-22.7394,-45.5914
Nazarovo,Krasnoyarskiy Kray,Russia,56,90.3833
Umán,Yucatán,Mexico,20.85,-89.7667
Guisa,Granma,Cuba,20.2608,-76.5381
Pontal,São Paulo,Brazil,-21.0225,-48.0372
Y?ki,Ibaraki,Japan,36.3055,139.8766
Aringay,La Union,Philippines,16.3982,120.3555
Kalamansig,Sultan Kudarat,Philippines,6.5667,124.05
East Hartford,Connecticut,United States,41.7634,-72.6152
Naugachhia,Bih?r,India,25.4,87.1
Suj?npur,Punjab,India,32.3127,75.6012
Ky?tango,Ky?to,Japan,35.6242,135.0611
Mozhga,Udmurtiya,Russia,56.45,52.2167
Ye,Mon State,Myanmar,15.2467,97.8556
Kirishi,Leningradskaya Oblast’,Russia,59.45,32.0167
Cuyahoga Falls,Ohio,United States,41.1641,-81.5207
Goba,Orom?ya,Ethiopia,7,39.9833
Louveira,São Paulo,Brazil,-23.0864,-46.9506
Miyako,Iwate,Japan,39.6414,141.9571
Kizlyar,Dagestan,Russia,43.85,46.7167
Cataingan,Masbate,Philippines,12.0028,123.9944
Goshogawara,Aomori,Japan,40.808,140.4401
Peine,Lower Saxony,Germany,52.3203,10.2336
Susono,Shizuoka,Japan,35.1739,138.9068
Çermik,Diyarbak?r,Turkey,38.1372,39.4511
Moss,Viken,Norway,59.4592,10.7008
Fafe,Braga,Portugal,41.45,-8.1667
Nicoya,Guanacaste,Costa Rica,10.1024,-85.4431
Nakagawa,Fukuoka,Japan,33.5,130.4167
Ban? Wal?d,Mi?r?tah,Libya,31.7619,14.0139
Marana,Arizona,United States,32.4355,-111.1558
Higashiura,Aichi,Japan,34.9771,136.9656
Novovyatsk,Kirovskaya Oblast’,Russia,58.5083,49.6994
Mishawaka,Indiana,United States,41.6742,-86.1666
Pozi,Chiayi,Taiwan,23.4611,120.242
T?rtk?l,Qoraqalpog‘iston,Uzbekistan,41.55,61
Longwan,Hebei,China,38.9564,116.1626
Beloeil,Quebec,Canada,45.5667,-73.2
El Jem,Mahdia,Tunisia,35.2967,10.7128
Santa Lucía del Camino,Oaxaca,Mexico,17.0667,-96.6833
Mahalapye,Central,Botswana,-23.1,26.8
Pu?awy,Lubelskie,Poland,51.4167,21.9667
Mweka,Kasaï,Congo (Kinshasa),-4.85,21.5667
Columbus,Indiana,United States,39.2093,-85.9183
Haskah M?nah,Nangarh?r,Afghanistan,34.1,70.4667
Troy,New York,United States,42.7354,-73.6751
Belleville,Ontario,Canada,44.1667,-77.3833
Beruniy,Qoraqalpog‘iston,Uzbekistan,41.6833,60.75
Gloria,Oriental Mindoro,Philippines,12.9722,121.4778
Milford city,Connecticut,United States,41.2255,-73.0625
Northwich,Cheshire West and Chester,United Kingdom,53.259,-2.518
Pedd?puram,Andhra Pradesh,India,17.08,82.13
Yasu,Shiga,Japan,35.0667,136.0333
Collierville,Tennessee,United States,35.047,-89.6987
Yerba Buena,Tucumán,Argentina,-26.8167,-65.3167
Chbar Mon,Kampong Speu,Cambodia,11.45,104.5
Baranoa,Atlántico,Colombia,10.8,-74.9167
Santiago,Rio Grande do Sul,Brazil,-29.1919,-54.8669
Shakhtarsk,Donetska Oblast,Ukraine,48.0333,38.4833
Gh?lakandoz,Sughd,Tajikistan,40.1617,69.4678
La Calera,Valparaíso,Chile,-32.7867,-71.1972
Herning,Midtjylland,Denmark,56.1333,8.9833
Metema,?mara,Ethiopia,12.9667,36.2
Nichinan,Miyazaki,Japan,31.6022,131.38
Sittard,Limburg,Netherlands,51,5.8667
Silkeborg,Midtjylland,Denmark,56.1833,9.5517
Donsol,Sorsogon,Philippines,12.9083,123.5981
Lörrach,Baden-Württemberg,Germany,47.6167,7.6667
Tebourba,Manouba,Tunisia,36.8333,9.8333
Ikot Okoro,Akwa Ibom,Nigeria,4.9,7.7167
Qinhe,Shanxi,China,36.5047,112.3335
El Nido,Palawan,Philippines,11.1956,119.4075
Clacton-on-Sea,Essex,United Kingdom,51.7918,1.1457
Grapevine,Texas,United States,32.9343,-97.0742
Nettuno,Lazio,Italy,41.4667,12.6667
Amulung,Cagayan,Philippines,17.8387,121.7235
Artur Nogueira,São Paulo,Brazil,-22.5731,-47.1725
Kabarore,Eastern Province,Rwanda,-1.6211,30.385
Starogard Gda?ski,Pomorskie,Poland,53.9667,18.5333
Mirabel,Quebec,Canada,45.65,-74.0833
Nahuizalco,Sonsonate,El Salvador,13.7833,-89.7333
San Ignacio,Misiones,Paraguay,-26.8867,-57.0283
Weert,Limburg,Netherlands,51.25,5.7
Par?sia,Madhya Pradesh,India,22.1913,78.759
Wao,Lanao del Sur,Philippines,7.6404,124.7257
Biaora,Madhya Pradesh,India,23.9163,76.9112
Chinú,Córdoba,Colombia,9.0833,-75.3333
Amora,Setúbal,Portugal,38.6265,-9.1189
?qchah,Jowzj?n,Afghanistan,36.9114,66.1858
Chatr?,Jh?rkhand,India,24.2045,84.877
T?j?r?’,?ar?bulus,Libya,32.8818,13.3399
Bhadr?chalam,Andhra Pradesh,India,17.6688,80.8936
Emden,Lower Saxony,Germany,53.3669,7.2061
Ardea,Lazio,Italy,41.6167,12.55
Peñablanca,Cagayan,Philippines,17.6258,121.7853
Baicheng,Xinjiang,China,41.7957,81.8715
Tammampatti,Tamil N?du,India,11.4381,78.4836
Wandan,Pingtung,Taiwan,22.5897,120.4851
Summerville,South Carolina,United States,33.0016,-80.1799
Casalnuovo di Napoli,Campania,Italy,40.9167,14.35
Pananaw,Sulu,Philippines,5.9833,121.25
Palpalá,Jujuy,Argentina,-24.25,-65.1167
Sihor?,Madhya Pradesh,India,23.4871,80.104
Huanghuajie,Yunnan,China,27.995,103.55
Macaúbas,Bahia,Brazil,-13.0189,-42.6989
Rivoli,Piedmont,Italy,45.0697,7.5177
Nanjian,Yunnan,China,25.053,100.5231
Xiazhai,Guizhou,China,27.6909,107.1837
Kameyama,Mie,Japan,34.8558,136.4517
São Joaquim da Barra,São Paulo,Brazil,-20.5808,-47.855
Erftstadt,North Rhine-Westphalia,Germany,50.8167,6.7667
Downers Grove,Illinois,United States,41.7949,-88.0172
Alta Floresta,Mato Grosso,Brazil,-9.8758,-56.0858
Cerquilho Velho,São Paulo,Brazil,-23.165,-47.7436
Mantova,Lombardy,Italy,45.1564,10.7911
Murray,Utah,United States,40.6498,-111.8874
Vargem Grande Paulista,São Paulo,Brazil,-23.6028,-47.0258
Lindong,Inner Mongolia,China,43.9673,119.357
Sojat,R?jasth?n,India,25.92,73.67
Bhainsa,Andhra Pradesh,India,19.1,77.9667
Borovichi,Novgorodskaya Oblast’,Russia,58.4,33.9167
Santa Lucía,Holguín,Cuba,21.0281,-75.9964
Aarsâl,Baalbek-Hermel,Lebanon,34.1794,36.4208
Zargar,Khatlon,Tajikistan,37.8,68.65
Itararé,São Paulo,Brazil,-24.1125,-49.3317
Chh?galn?iya,Chattogram,Bangladesh,23.0395,91.5146
Perambal?r,Tamil N?du,India,11.23,78.88
Déressia,Tandjilé,Chad,9.7603,16.2697
Roslavl,Smolenskaya Oblast’,Russia,53.95,32.8833
Haripur,Khyber Pakhtunkhwa,Pakistan,33.9942,72.9333
Gogrial,Warrap,South Sudan,8.53,28.1
Shankou,Guangdong,China,24.5032,116.4046
Haverford,Pennsylvania,United States,39.9868,-75.3164
Miyoshi,Hiroshima,Japan,34.8,132.85
Pontevedra,Capiz,Philippines,11.4833,122.8333
IJmuiden,Noord-Holland,Netherlands,52.4586,4.6194
Albi,Occitanie,France,43.9289,2.1464
Sesto Fiorentino,Tuscany,Italy,43.8333,11.2
Catalina Foothills,Arizona,United States,32.3046,-110.8838
Sardasht,?z?arb?yj?n-e Gharb?,Iran,36.1542,45.4789
East Honolulu,Hawaii,United States,21.2975,-157.7211
Upper Buchanan,Grand Bassa,Liberia,5.9161,-10.0525
Shawinigan,Quebec,Canada,46.5667,-72.75
Tepeapulco,Hidalgo,Mexico,19.7856,-98.5517
Paine,Región Metropolitana,Chile,-33.8167,-70.75
Kahemba,Kwango,Congo (Kinshasa),-7.2829,19
Phalodi,R?jasth?n,India,27.131,72.364
Ceel Dheere,Galguduud,Somalia,5.3683,46.1911
Godinlabe,Galguduud,Somalia,5.8794,46.6308
Sechura,Piura,Peru,-5.5576,-80.8223
Porvoo,Uusimaa,Finland,60.3944,25.6639
Nohar,R?jasth?n,India,29.18,74.77
Al Wajh,Tab?k,Saudi Arabia,26.2833,36.4167
Ab? ?amad,River Nile,Sudan,19.5433,33.3378
Nenjiang,Heilongjiang,China,49.1745,125.216
Jiuzhou,Hebei,China,39.5054,116.5642
Harderwijk,Gelderland,Netherlands,52.35,5.6167
Heidenheim,Baden-Württemberg,Germany,48.6761,10.1544
Draper,Utah,United States,40.4957,-111.8605
Alcala,Pangasinan,Philippines,15.8468,120.5218
Ejeda,Toliara,Madagascar,-24.35,44.5167
Grasse,Provence-Alpes-Côte d’Azur,France,43.6667,6.9167
Chikugo,Fukuoka,Japan,33.2092,130.5044
Leonberg,Baden-Württemberg,Germany,48.8014,9.0131
Bigadiç,Bal?kesir,Turkey,39.3925,28.1311
Chomutov,Ústecký Kraj,Czechia,50.4611,13.4167
Vryburg,North West,South Africa,-26.95,24.7472
Mailiao,Yunlin,Taiwan,23.75,120.25
Menggala,Lampung,Indonesia,-4.475,105.2414
Buguruslan,Orenburgskaya Oblast’,Russia,53.6583,52.4358
Kapadvanj,Gujar?t,India,23.02,73.07
Frankenthal,Rhineland-Palatinate,Germany,49.5333,8.35
Xank?ndi,Xank?ndi,Azerbaijan,39.8153,46.7519
Slonim,Hrodzyenskaya Voblasts’,Belarus,53.0833,25.3167
Concepción,Tucumán,Argentina,-27.3333,-65.5833
Gediz,Kütahya,Turkey,39.0417,29.41
Santa Rita,Pampanga,Philippines,14.9953,120.6153
M?jalgaon,Mah?r?shtra,India,19.15,76.2333
Çine,Ayd?n,Turkey,37.6117,28.0614
Bergkamen,North Rhine-Westphalia,Germany,51.6167,7.6333
Prattip?du,Andhra Pradesh,India,16.1878,80.3392
Mojo,Orom?ya,Ethiopia,8.65,39.0833
‘Akko,Northern,Israel,32.9278,35.0817
Karap?nar,Konya,Turkey,37.7147,33.5508
Gualán,Zacapa,Guatemala,15.1333,-89.3667
Sosúa,Cibao Norte,Dominican Republic,19.75,-70.52
Sulleru,Andhra Pradesh,India,18.5333,83.2167
